ID|Teks_Gabungan|Label_Sentimen|Tanggal|Link
391|Prajogo Pangestu Buang Lagi 782,9 Juta Saham CUAN, Raup Rp1 Triliun. EmitenNews.com - Prajogo Pangestu mengurangi kepemilikan sahamnya di PT Petrindo Jaya Kreasi Tbk (CUAN). Pemegang saham pengendali...||04/05/2026, 13:15 WIB|https://www.emitennews.com/news/prajogo-pangestu-buang-lagi-7829-juta-saham-cuan-raup-rp1-triliun
392|Cum Date 5 Mei 2026, Segini Dividen BOLT. EmitenNews.com - PT Garuda Metalindo Tbk (BOLT) mengumumkan pembagian dividen tunai untuk tahun buku 2025 mencapai Rp117,19 miliar....||04/05/2026, 12:55 WIB|https://www.emitennews.com/news/cum-date-5-mei-2026-segini-dividen-bolt
393|Perkuat Armada, GTRA Kantongi Modal Rp200M dari Bank Shinhan. EmitenNews.com - PT Grahaprima Suksesmandiri Tbk. (GTRA) mengamankan pendanaan eksternal guna memperkuat ekspansi armada truk....||04/05/2026, 12:10 WIB|https://www.emitennews.com/news/perkuat-armada-gtra-kantongi-modal-rp200m-dari-bank-shinhan
394|Semester II, Pendapatan Emiten Ponakan Prabowo (TRIN) Bakal Fantastis. EmitenNews.com - Perintis Triniti Properti (TRIN) mengklaim kinerja laporan keuangan kuartal I 2026 mencerminkan fase transisi...||04/05/2026, 11:50 WIB|https://www.emitennews.com/news/semester-ii-pendapatan-emiten-ponakan-prabowo-trin-bakal-fantastis
395|Adira Finance (ADMF) Kantongi Laba Rp484M, Melesat Q1 2026. EmitenNews.com - PT Adira Dinamika Multi Finance Tbk (ADMF) mencatatkan kinerja positif pada kuartal I-2026 dengan tumbuhnya...||04/05/2026, 10:50 WIB|https://www.emitennews.com/news/adira-finance-admf-kantongi-laba-rp484m-melesat-q1-2026
396|Info Lengkap Dividen JPFA Rp140 Per Saham, Yield 5,55 Persen. EmitenNews.com - PT Japfa Comfeed Indonesia Tbk. (JPFA) emiten poultry ini segera membagikan dividen tunai Rp140 per saham untuk...||04/05/2026, 10:35 WIB|https://www.emitennews.com/news/info-lengkap-dividen-jpfa-rp140-per-saham-yield-555-persen
397|Keluar Papan Pemantauan, 3 dari 4 Saham ini Lanjut Ngebut. EmitenNews.com - Empat saham yang resmi keluar dari Papan Pemantauan Khusus atau Full Call Auction (FCA) efektif Senin (4/5/2026)...||04/05/2026, 10:15 WIB|https://www.emitennews.com/news/keluar-papan-pemantauan-3-dari-4-saham-ini-lanjut-ngebut
398|ZYRX Bagi Dividen Rp4,9 per Saham, Cum Date 8 Mei 2026. EmitenNews.com - Zyrexindo Mandiri Buana Tbk (ZYRX) mengumumkan rencana pembagian dividen tunai untuk tahun buku 2025 dengan...||04/05/2026, 10:14 WIB|https://www.emitennews.com/news/zyrx-bagi-dividen-rp49-per-saham-cum-date-8-mei-2026
399|Sustainability Terjaga, Laba RELI Melambung 142,83 Persen Kuartal I. EmitenNews.com - Ketegangan geopolitik belum mereda. Kondisi itu, memengaruhi kondisi makroekonomi global, termasuk Indonesia,...||04/05/2026, 09:30 WIB|https://www.emitennews.com/news/sustainability-terjaga-laba-reli-melambung-14283-persen-kuartal-i
400|Kuartal I, Performa Emiten Hary Tanoe (IATA) Berakhir Loyo. EmitenNews.com - MNC Energy (IATA) sepanjang kuartal I 2026 mencatat laba bersih USD473,05 ribu. Mengalami perosotan 71,18 persen...||04/05/2026, 08:45 WIB|https://www.emitennews.com/news/kuartal-i-performa-emiten-hary-tanoe-iata-berakhir-loyo
401|Mei Ceria, ITMG, ADRO, dan ADMR Bersiap Cairkan Dividen Jumbo. EmitenNews.com - Tiga emiten telah melansir kurs atau rasio konversi dividen tunai tahun buku 2025. Trio perusahaan tercatat...||04/05/2026, 08:30 WIB|https://www.emitennews.com/news/mei-ceria-itmg-adro-dan-admr-bersiap-cairkan-dividen-jumbo
402|Melompat 100 Persen, INCO Tabulasi Laba USD43,61 Juta Kuartal I. EmitenNews.com - Vale Indonesia (INCO) per 31 Maret 2026 mentabulasi laba USD43,61 juta. Mengalami lompatan 100 persen dari periode...||04/05/2026, 08:20 WIB|https://www.emitennews.com/news/melompat-100-persen-inco-tabulasi-laba-usd4361-juta-kuartal-i
403|Kuartal I, Laba dan Pendapatan Emiten Lo Kheng Hong (DILD) Jeblok. EmitenNews.com - Intiland (DILD) menyudahi kuartal I 2026 dengan performa kurang meyakinkan. Pendapatan udaha, dan laba kompak...||04/05/2026, 08:10 WIB|https://www.emitennews.com/news/kuartal-i-laba-dan-pendapatan-emiten-lo-kheng-hong-dild-jeblok
404|Kinerja Kuartal I Paten, Laba BKSL Meluber 4.014 Persen. EmitenNews.com - Sentul City (BKSL) menyudahi kinerja kuartal I 2026 dengan performa paten alias positif. Laba bersih meluber...||04/05/2026, 07:30 WIB|https://www.emitennews.com/news/kinerja-kuartal-i-paten-laba-bksl-meluber-4014-persen
405|Hari Ini Cum Date Dividen Jumbo, Ada ASII, GOOD, BTPN hingga TRIS. EmitenNews.com - Sejumlah emiten siap menebar dividen kepada para investor. Namun, sebelum menerima santunan dividen itu, para...||04/05/2026, 07:15 WIB|https://www.emitennews.com/news/hari-ini-cum-date-dividen-jumbo-ada-asii-good-btpn-hingga-tris
406|Berbalik Laba, Penjualan AMMN Meroket 38 Ribu Persen. EmitenNews.com - Amman Mineral (AMMN) kuartal pertama 2026 mengemas laba bersih USD160,17 juta. Melejit 215,43 persen dari posisi...||04/05/2026, 06:45 WIB|https://www.emitennews.com/news/berbalik-laba-penjualan-ammn-meroket-38-ribu-persen
407|Pendapatan Ciut, Laba FOLK Triwulan I 2026 Melonjak 621,57 Persen. EmitenNews.com - Multi Garam (FOLK) sepanjang triwulan pertama 2026 mencatat laba bersih Rp15,23 miliar. Melambung 621,57 persen...||04/05/2026, 06:30 WIB|https://www.emitennews.com/news/pendapatan-ciut-laba-folk-triwulan-i-2026-melonjak-62157-persen
408|Setelah Dividen Jumbo, SSMS Pamerkan Strategi Bisnis untuk 2026. EmitenNews.com -PT Sawit Sumbermas Sarana Tbk (SSMS) memasuki tahun 2026 dengan keyakinan tinggi dan arah strategi yang semakin tajam....||04/05/2026, 06:15 WIB|https://www.emitennews.com/news/setelah-dividen-jumbo-ssms-pamerkan-strategi-bisnis-untuk-2026
409|Pendapatan Melonjak, Laba Bersih WIFI Meroket di Kuartal I-2026. EmitenNews.com -Emiten teknologi dan infrastruktur digital, PT Solusi Sinergi Digital Tbk (WIFI) atau Surge, mencatatkan performa...||04/05/2026, 06:00 WIB|https://www.emitennews.com/news/pendapatan-melonjak-laba-bersih-wifi-meroket-di-kuartal-i-2026
410|Folago Global Nusantara (IRSX) Berhasil Cetak Laba Bersih di 1Q 2026. EmitenNews.com -Emiten teknologi dan solusi digital, PT Folago Global Nusantara Tbk, dengan kode saham IRSX, membukukan kinerja positif...||03/05/2026, 19:39 WIB|https://www.emitennews.com/news/folago-global-nusantara-irsx-berhasil-cetak-laba-bersih-di-1q-2026
411|Pasok Modal Kerja Arutmin, BUMI Terbitkan Obligasi Rp1,8 Triliun. EmitenNews.com - PT Bumi Resources Tbk (BUMI) kembali menghimpun dana dari pasar modal melalui penerbitan Obligasi Berkelanjutan...||03/05/2026, 17:30 WIB|https://www.emitennews.com/news/pasok-modal-kerja-arutmin-bumi-terbitkan-obligasi-rp18-triliun
412|Pendapatan BUMI Tembus USD417 Juta Q1-2026, Laba Lompat 35,16 Persen!. EmitenNews.com - Kenaikan harga komoditas dan efisiensi operasional menjadi bahan bakar PT Bumi Resources Tbk. (BUMI) emiten...||03/05/2026, 17:03 WIB|https://www.emitennews.com/news/pendapatan-bumi-tembus-usd417-juta-q1-2026-laba-lompat-3516-persen
413|Penjualan Lesu, Laba Emiten Low Tuck Kwong (BYAN) Drop Dobel Digit. EmitenNews.com - Tekanan harga komoditas mulai menggigit kinerja emiten batu bara milik taipan Low Tuck Kwong PT Bayan Resources...||03/05/2026, 16:35 WIB|https://www.emitennews.com/news/penjualan-lesu-laba-emiten-low-tuck-kwong-byan-drop-dobel-digit
414|Rampungkan Proyek Jumbo, Emiten Semen BUMN Ini Siap Serbu Pasar Ekspor. EmitenNews.com - Perusahaan BUMN klaster infrastruktur yang tercatat di Bursa Efek Indonesia yaitu PT Semen Indonesia (Persero) Tbk...||03/05/2026, 16:05 WIB|https://www.emitennews.com/news/rampungkan-proyek-jumbo-emiten-semen-bumn-ini-siap-serbu-pasar-ekspor
415|Penjualan Terkoreksi, Laba GJTL Tetap Tumbuh 7,77 Persen di Q1-2026. EmitenNews.com - Kinerja emiten PT Gajah Tunggal Tbk. (GJTL) pada awal 2026, mencatat adanya penurqunan penjualan akan tetapi justru...||03/05/2026, 15:13 WIB|https://www.emitennews.com/news/penjualan-terkoreksi-laba-gjtl-tetap-tumbuh-777-persen-di-q1-2026
416|Pengendali BMAS Fasilitasi Kredit Nyaris Rp5T, Telisik Realisasinya!. EmitenNews.com - PT Bank Maspion Indonesia Tbk. (BMAS) memperoleh fasilitas pinjaman bilateral dari Kasikornbank Public Company...||03/05/2026, 14:40 WIB|https://www.emitennews.com/news/pengendali-bmas-fasilitasi-kredit-nyaris-rp5t-telisik-realisasinya
417|SILO Ngebut di Awal 2026, Laba Melonjak Hampir 15 Persen!. EmitenNews.com - PT Siloam International Hospitals Tbk (SILO) membuka tahun 2026 dengan kinerja solid. Emiten rumah sakit ini...||03/05/2026, 14:12 WIB|https://www.emitennews.com/news/silo-ngebut-di-awal-2026-laba-melonjak-hampir-15-persen
418|LABA Terus Jualan Saham KRYA, Nilainya Tembus Rp6,63M di April 2026. EmitenNews.com - Pemegang saham PT Bangun Karya Perkasa Jaya Tbk. (KRYA), Green Power Group Tbk. (LABA), tercatat terus menggerus...||03/05/2026, 13:00 WIB|https://www.emitennews.com/news/laba-terus-jualan-saham-krya-nilainya-tembus-rp663m-di-april-2026
419|Penjualan CLEO Meningkat 15,8 Persen Q1-2026, Tiga Pabrik Baru Dikebut. EmitenNews.com - PT Sariguna Primatirta Tbk. (CLEO) emiten kongomerasi Hermanto Tanoko kinerja positif pada kuartal I-2026 seiring...||03/05/2026, 12:30 WIB|https://www.emitennews.com/news/penjualan-cleo-meningkat-158-persen-q1-2026-tiga-pabrik-baru-dikebut
420|Kinerja Chitose (CINT) Tumbuh di Q1-2026, Target Segini di Akhir Tahun. EmitenNews.com - PT Chitose Internasional Tbk. (CINT) mencatatkan kinerja positif pada kuartal I-2026 dengan pertumbuhan penjualan...||03/05/2026, 12:00 WIB|https://www.emitennews.com/news/kinerja-chitose-cint-tumbuh-di-q1-2026-target-segini-di-akhir-tahun
421|Turnaround ICON dari Rugi Beruntun Jadi Laba Rp5,87 Miliar di 2025. EmitenNews.com -PT Island Concepts Indonesia Tbk (ICON) berhasil membalikkan tren negatif setelah empat tahun berturut-turut mencatat...||03/05/2026, 11:10 WIB|https://www.emitennews.com/news/turnaround-icon-dari-rugi-beruntun-jadi-laba-rp587-miliar-di-2025
422|GOTO Respons Perpres Ojol, Danantara Bakal Jadi Pemegang Saham?. EmitenNews.com - PT GoTo Gojek Tokopedia Tbk. (GOTO) menyambar pernyataan Presiden Prabowo terkait kebijakan pemerintah...||03/05/2026, 11:00 WIB|https://www.emitennews.com/news/goto-respons-perpres-ojol-danantara-bakal-jadi-pemegang-saham
423|Pendapatan Tertekan, Laba PTBA Justru Mengganda 104,81 Persen!. EmitenNews.com - PT Bukit Asam Tbk. (PTBA) mencatat lonjakan laba bersih di tengah tekanan pendapatan pada kuartal I-2026. Kinerja...||03/05/2026, 10:06 WIB|https://www.emitennews.com/news/pendapatan-tertekan-laba-ptba-justru-mengganda-10481-persen
424|Celebes Mining Cabut dari HOPE, Divestasi 13,87 Persen Saham Rp67,38M. EmitenNews.com - Entitas tambang dan pemegang saham terasosiasi PT Harapan Duta Pertiwi Tbk. (HOPE), PT Celebes Mining Resources...||03/05/2026, 09:30 WIB|https://www.emitennews.com/news/celebes-mining-cabut-dari-hope-divestasi-1387-persen-saham-rp6738m
425|Penjualan Seragam Melesat 209 Persen, BELL Untung Dua Digit di Q1 2026. EmitenNews.com - PT Trisula Textile Industries Tbk (BELL), emiten penyedia kain, seragam, dan fashion berkualitas membukukan...||03/05/2026, 08:39 WIB|https://www.emitennews.com/news/penjualan-seragam-melesat-209-persen-bell-untung-dua-digit-di-q1-2026
426|TINS Tabulasi Laba Rp1,5 Triliun, Melesat 1.183 Persen Kuartal I 2026. EmitenNews.com - PT Timah (TINS) sepanjang kuartal I 2026 mentabulasi laba bersih Rp1,5 triliun. Melesat 1.183 persen dari episode...||02/05/2026, 17:15 WIB|https://www.emitennews.com/news/tins-tabulasi-laba-rp15-triliun-melesat-1183-persen-kuartal-i-2026
427|Tutup Kuartal I, Penjualan TRIS Naik 13,18 Persen. EmitenNews.com - PT Trisula International (TRIS) mencatat kinerja campuran pada kuartal I-2026. Perseroan berhasil membukukan...||02/05/2026, 16:30 WIB|https://www.emitennews.com/news/tutup-kuartal-i-penjualan-tris-naik-1318-persen
428|Makin Bengkak, WIKA Tekor Rp1,13 Triliun Kuartal I 2026. EmitenNews.com - Wijaya Karya (WIKA) belum bisa keluar dari zona merah. Performa keuangan Wijaya Karya makin memprihatinkan....||02/05/2026, 15:30 WIB|https://www.emitennews.com/news/makin-bengkak-wika-tekor-rp113-triliun-kuartal-i-2026
429|Laba PTMR Melonjak 154 Persen Q1 2026, Saham Jalani Suspensi. EmitenNews.com - PT Master Print (PTMR) mencatatkan kinerja kontras pada kuartal I-2026. Di tengah penurunan pendapatan, perseroan...||02/05/2026, 14:45 WIB|https://www.emitennews.com/news/laba-ptmr-melonjak-154-persen-q1-2026-saham-jalani-suspensi
430|Kinerja Moncer, Laba BCIP Melonjak 225 Persen Q1 2026. EmitenNews.com - PT Bumi Citra Permai (BCIP) mencatatkan kinerja impresif sepanjang kuartal I-2026 dengan lonjakan laba bersih...||02/05/2026, 14:00 WIB|https://www.emitennews.com/news/kinerja-moncer-laba-bcip-melonjak-225-persen-q1-2026
431|Drop 109 Persen, EMTK Kuartal I Boncos Rp335,85 Miliar. EmitenNews.com - Elang Mahkota alias Emtek (EMTK) boncos Rp335,85 miliar. Drop 109 persen dari episode sama tahun lalu dengan...||02/05/2026, 13:15 WIB|https://www.emitennews.com/news/drop-109-persen-emtk-kuartal-i-boncos-rp33585-miliar
432|GGRP Comeback! Cetak Laba Melesat 120 Persen Q1 2026. EmitenNews.com - PT Gunung Raja Paksi (GGRP) meraup penjualan bersih USD46 juta pada kuartal I-2026, naik sekitar 6,98 persen...||02/05/2026, 12:00 WIB|https://www.emitennews.com/news/ggrp-comeback-cetak-laba-melesat-120-persen-q1-2026
433|Ekuitas Berlimpah, Pendapatan INET Melangit 3.070 Persen Kuartal I. EmitenNews.com - Sinergi Inti Andalan Prima (INET) per 31 Maret 2026 mengemas laba bersih Rp13,65 miliar. Meroket 792 persen...||02/05/2026, 11:00 WIB|https://www.emitennews.com/news/ekuitas-berlimpah-pendapatan-inet-melangit-3070-persen-kuartal-i
434|Sudahi Kuartal I, Laba ADRO Melambung 67,08 Persen. EmitenNews.com - Alamtri (ADRO) menyudahi kuartal I 2026 dengan kinerja positif. Sepanjang periode itu, emiten besutan Boy Thohir...||02/05/2026, 10:00 WIB|https://www.emitennews.com/news/sudahi-kuartal-i-laba-adro-melambung-6708-persen
435|Kuartal I 2026, MEDC Raup Laba USD67 Juta, Melejit 291 Persen. EmitenNews.com - Medco Energi (MEDC) per 31 Maret 2026 membukukan laba bersih USD67,21 juta. Melesat 291,43 persen dari periode...||02/05/2026, 09:30 WIB|https://www.emitennews.com/news/kuartal-i-2026-medc-raup-laba-usd67-juta-melejit-291-persen
436|SCMA Catat Laba Rp307,63 Miliar, Melejit 100 Persen Kuartal I 2026. EmitenNews.com - Surya Citra Media (SCMA) kuartal I 2026 mencatat laba bersih Rp307,63 miliar. Melejit 100 persen dari periode...||02/05/2026, 08:30 WIB|https://www.emitennews.com/news/scma-catat-laba-rp30763-miliar-melejit-100-persen-kuartal-i-2026
437|Kinerja URBN Tertekan, Rugi Membengkak ke Rp174 Miliar. EmitenNews.com - PT Urban Jakarta Propertindo Tbk (URBN) membukukan aset sebesar Rp4,15 triliun pada 2025, turun sekitar 3,04...||01/05/2026, 20:31 WIB|https://www.emitennews.com/news/kinerja-urbn-tertekan-rugi-membengkak-ke-rp174-miliar
438|Pantau! Ini Sederet Keputusan Penting Investor Untuk CBUT. EmitenNews.com -PT Citra Borneo Utama Tbk (CBUT) baru saja merampungkan Rapat Umum Pemegang Saham Tahunan (RUPST) untuk tahun buku...||01/05/2026, 19:38 WIB|https://www.emitennews.com/news/pantau-ini-sederet-keputusan-penting-investor-untuk-cbut
439|Pyridam Farma (PYFA) Raih Restu Aksi Korporasi dari Pemegang Saham. EmitenNews.com -PT Pyridam Farma Tbk (PYFA) melaksanakan Penambahan Modal Dengan Hak Memesan Efek Terlebih Dahulu II (PMHMETD II)...||01/05/2026, 17:50 WIB|https://www.emitennews.com/news/pyridam-farma-pyfa-raih-restu-aksi-korporasi-dari-pemegang-saham
440|Dalam Pemulihan Industri Domestik, Laba Emiten Semen Ini Naik 111%. EmitenNews.com -PT Solusi Bangun Indonesia Tbk (SMCB) mencatat laba bersih periode kuartal I tahun 2026 sebesar Rp101,89 miliar, naik...||01/05/2026, 17:41 WIB|https://www.emitennews.com/news/dalam-pemulihan-industri-domestik-laba-emiten-semen-ini-naik-111
441|CBRE Kantongi Fasilitas Kredit USD45 Juta dari Maybank. EmitenNews.com - PT Cakra Buana Resources Energi Tbk (CBRE) memperoleh fasilitas kredit senilai USD45 juta dari PT Bank Maybank...||01/05/2026, 17:40 WIB|https://www.emitennews.com/news/cbre-kantongi-fasilitas-kredit-usd45-juta-dari-maybank
442|Emiten Keponakan Prabowo (TRIN) Catat Penjualan Q1 Anjlok Drastis. EmitenNews.com - PT Perintis Triniti Property Tbk (TRIN) membukukan pendapatan dan penjualan sebesar Rp5,4 miliar pada kuartal...||01/05/2026, 17:00 WIB|https://www.emitennews.com/news/emiten-keponakan-prabowo-trin-catat-penjualan-q1-anjlok-drastis
443|INPP Balikkan Rugi Jadi Laba di Q1 2026, Pacu Recurring Income. EmitenNews.com - PT Indonesian Paradise Property Tbk (INPP) membukukan pendapatan yang meningkat 14% YoY menjadi Rp326,90 miliar...||01/05/2026, 16:40 WIB|https://www.emitennews.com/news/inpp-balikkan-rugi-jadi-laba-di-q1-2026-pacu-recurring-income
444|BBKP Catat Penyaluran Kredit Melesat, Tumbuh 2,61 Persen di Q1 2026. EmitenNews.com - PT Bank KB Indonesia Tbk (KB Bank) (BBKP) mencatat penyaluran kredit sebesar Rp43,19 triliun pada triwulan I-2026,...||01/05/2026, 15:57 WIB|https://www.emitennews.com/news/bbkp-catat-penyaluran-kredit-melesat-tumbuh-261-persen-di-q1-2026
445|Penjualan Tumbuh Melebihi Industri, SMGR Cetak Laba Bersih Rp80 Miliar. EmitenNews.com - PT Semen Indonesia (Persero) Tbk (SMGR) menunjukkan ketahanan kinerja di tengah tekanan industri semen domestik...||01/05/2026, 14:45 WIB|https://www.emitennews.com/news/penjualan-tumbuh-melebihi-industri-smgr-cetak-laba-bersih-rp80-miliar
446|TLKM Siapkan Rp1 Triliun Buyback Saham di BEI dan NYSE. EmitenNews.com - PT Telekomunikasi Indonesia Tbk (TLKM) berencana melakukan pembelian kembali saham (buyback) dengan nilai maksimal...||01/05/2026, 14:28 WIB|https://www.emitennews.com/news/tlkm-siapkan-rp1-triliun-buyback-saham-di-bei-dan-nyse
447|Topline Kuat, Laba ICBP Q1 2026 Melemah Tertekan Selisih Kurs. EmitenNews.com - PT Indofood CBP Sukses Makmur Tbk (ICBP) mencatat pertumbuhan penjualan pada kuartal I 2026, namun laba bersih...||01/05/2026, 13:20 WIB|https://www.emitennews.com/news/topline-kuat-laba-icbp-q1-2026-melemah-tertekan-selisih-kurs
448|SOCI Akuisisi Tanker 45.000 DWT, Usai Laba Q1-2026 Terkerek 82 Persen. EmitenNews.com - PT Soechi Lines Tbk. (SOCI) mempertebal ekspansi armada di awal 2026 dengan mengakuisisi satu unit kapal tanker...||01/05/2026, 13:02 WIB|https://www.emitennews.com/news/soci-akuisisi-tanker-45000-dwt-usai-laba-q1-2026-terkerek-82-persen
449|Biayai Opex, SMMT Raih Kredit Jumbo dari Bank Mandiri Rp900M. EmitenNews.com - PT Golden Eagle Energy Tbk. (SMMT) memperoleh tambahan amunisi pendanaan setelah entitas anaknya, PT Triaryani,...||01/05/2026, 12:45 WIB|https://www.emitennews.com/news/biayai-opex-smmt-raih-kredit-jumbo-dari-bank-mandiri-rp900m
450|Erajaya (ERAA) Daur Ulang 3.911 E-Waste, Tekan Emisi 437 Ton CO2e. EmitenNews.com - PT Erajaya Swasembada Tbk (ERAA) mencatat capaian konkret dalam mengimplementasikan prinsip keberlanjutan melalui...||01/05/2026, 11:45 WIB|https://www.emitennews.com/news/erajaya-eraa-daur-ulang-3911-e-waste-tekan-emisi-437-ton-co2e
